long,lat,trimestre,titulo,razon_social,tipo_produccion,fecha,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.375144,-34.603878,3 TRIMESTRE 2019,SIEMPRE JUNTOS,Primo Contents S.R.L.,Cine Publicitario,2019-07-29,FLORIDA,361,San Nicolas,Comuna 1,1005,C1005AAG
-58.369150,-34.602476,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-07-29,BOUCHARD,454,San Nicolas,Comuna 1,1106,C1106ABF
-58.390336,-34.618795,3 TRIMESTRE 2019,El cuento del tio,Mental Coop S.R.L.,Largometraje con I.N.C.A.A.,2019-07-29,SOLIS,881,Constitucion,Comuna 1,1078,C1078AAQ
-58.402038,-34.611060,3 TRIMESTRE 2019,El Prófugo,Rei Cine S.R.L.,Largometraje Nacional,2019-07-30,"YRIGOYEN, HIPOLITO",2520,Balvanera,Comuna 3,1090,C1090ABB
-58.370156,-34.600560,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-07-30,TUCUMAN,175,San Nicolas,Comuna 1,1049,C1049AAC
-58.363400,-34.599406,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-07-30,DE LOS ITALIANOS AV.,150,Puerto Madero,Comuna 1,,
-58.473094,-34.573600,3 TRIMESTRE 2019,CICATRICURE JOVEN,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-07-30,HOLMBERG,1966,Villa Urquiza,Comuna 12,1430,C1430DOJ
-58.452991,-34.572869,3 TRIMESTRE 2019,HOBBY LOBBY,Tip Top Films S.R.L.,Cine Publicitario,2019-07-30,ZABALA,2945,Colegiales,Comuna 13,1426,C1426DRC
-58.473572,-34.573427,3 TRIMESTRE 2019,CICATRICURE JOVEN,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-07-30,ECHEVERRIA,4230,Villa Urquiza,Comuna 12,1430,C1430BTT
-58.437835,-34.574736,3 TRIMESTRE 2019,CICATRICURE JOVEN,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-07-30,"ARENAL, CONCEPCION",2445,Palermo,Comuna 14,1426,C1426DFC
-58.375645,-34.606762,3 TRIMESTRE 2019,ESPERANDO LAS INVERSIONES,HC Films S.R.L,Cine Publicitario,2019-07-30,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",605,San Nicolas,Comuna 1,1035,C1035AAB
-58.391738,-34.583582,3 TRIMESTRE 2019,El Cruce,HC Films S.R.L,Cine Publicitario,2019-07-30,"FIGUEROA ALCORTA, PRES. AV.",2201,Recoleta,Comuna 2,1425,C1425CKB
-58.371747,-34.601950,3 TRIMESTRE 2019,TARJETAS,BROADCAST SAS,Cine Publicitario,2019-07-30,LAVALLE,345,San Nicolas,Comuna 1,1047,C1047AAG
-58.438361,-34.584168,3 TRIMESTRE 2019,TARJETAS,BROADCAST SAS,Cine Publicitario,2019-07-30,BONPLAND,1600,Palermo,Comuna 14,1414,C1414CMR
-58.456831,-34.574458,3 TRIMESTRE 2019,HOBBY LOBBY,Tip Top Films S.R.L.,Cine Publicitario,2019-07-30,CONDE,1301,Colegiales,Comuna 13,1426,C1426AZA
-58.457296,-34.571372,3 TRIMESTRE 2019,HOBBY LOBBY,Tip Top Films S.R.L.,Cine Publicitario,2019-07-30,ZAPIOLA,1502,Colegiales,Comuna 13,1426,C1426AUF
-58.445122,-34.574751,3 TRIMESTRE 2019,CICATRICURE JOVEN,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-07-31,MAURE,2801,Colegiales,Comuna 13,1426,C1426CVA
-58.452991,-34.572869,3 TRIMESTRE 2019,HOBBY LOBBY,Tip Top Films S.R.L.,Cine Publicitario,2019-07-31,ZABALA,2945,Colegiales,Comuna 13,1426,C1426DRC
-58.492039,-34.582115,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-07-31,DE LOS CONSTITUYENTES AV.,4516,Villa Pueyrredon,Comuna 12,1431,C1431EXX
-58.417944,-34.554515,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-07-31,"OBLIGADO RAFAEL, AV.COSTANERA",4800,Palermo,Comuna 14,,
-58.385826,-34.606432,3 TRIMESTRE 2019,Los Angeles Azules Esto es Cumbia en Buenos Aires,CONTENT EVERYWHERE S.A.,Video Clip,2019-07-31,"PERON, JUAN DOMINGO, TTE. GENERAL",1372,San Nicolas,Comuna 1,1038,C1038ABB
-58.359239,-34.617592,3 TRIMESTRE 2019,Ypf proposito 1,Landia S.R.L.,Cine Publicitario,2019-07-31,"VERA PEÑALOZA,  ROSARIO",655,Puerto Madero,Comuna 1,1107,C1107CGM
-58.485275,-34.606935,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-07-31,LASCANO,2901,Villa Del Parque,Comuna 11,1417,C1417GYM
-58.428899,-34.551046,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-07-31,"OBLIGADO RAFAEL, AV.COSTANERA",6145,Belgrano,Comuna 13,1428,
-58.486297,-34.576130,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-07-31,BAUNESS,2248,Villa Urquiza,Comuna 12,1431,C1431DNR
-58.362143,-34.605164,3 TRIMESTRE 2019,Ypf proposito 1,Landia S.R.L.,Cine Publicitario,2019-07-31,"GUEMES, MACACHA",515,Puerto Madero,Comuna 1,1106,C1106BKK
-58.430959,-34.546964,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-07-31,"OBLIGADO RAFAEL, AV.COSTANERA",6700,Belgrano,Comuna 13,,
-58.390336,-34.618795,3 TRIMESTRE 2019,El cuento del tio,Mental Coop S.R.L.,Largometraje con I.N.C.A.A.,2019-07-31,SOLIS,881,Constitucion,Comuna 1,1078,C1078AAQ
-58.391738,-34.583582,3 TRIMESTRE 2019,TARJETAS,BROADCAST SAS,Cine Publicitario,2019-07-31,"FIGUEROA ALCORTA, PRES. AV.",2201,Recoleta,Comuna 2,1425,C1425CKB
-58.456831,-34.574458,3 TRIMESTRE 2019,HOBBY LOBBY,Tip Top Films S.R.L.,Cine Publicitario,2019-07-31,CONDE,1301,Colegiales,Comuna 13,1426,C1426AZA
-58.404296,-34.567417,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-07-31,SARMIENTO AV.,4680,Palermo,Comuna 14,1425,C1425FHU
-58.385397,-34.606846,3 TRIMESTRE 2019,Los Angeles Azules Esto es Cumbia en Buenos Aires,CONTENT EVERYWHERE S.A.,Video Clip,2019-07-31,"RIVAROLA, RODOLFO, DR.",155,San Nicolas,Comuna 1,1015,C1015AAA
-58.360381,-34.615779,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-08-01,LANTERI JULIETA,1580,Puerto Madero,Comuna 1,1107,C1107CRG
-58.402038,-34.611060,3 TRIMESTRE 2019,El Prófugo,Rei Cine S.R.L.,Largometraje Nacional,2019-08-01,"YRIGOYEN, HIPOLITO",2520,Balvanera,Comuna 3,1090,C1090ABB
-58.423370,-34.583442,3 TRIMESTRE 2019,El Prófugo,Rei Cine S.R.L.,Largometraje Nacional,2019-08-01,CHARCAS,4337,Palermo,Comuna 14,1425,C1425BNK
-58.396729,-34.585561,3 TRIMESTRE 2019,LA NOCHE DEL DELIVERY,Fundación del Cine,Estudiantes,2019-08-01,"GELLY Y OBES, GRAL. AV.",2294,Recoleta,Comuna 2,1425,C1425EMB
-58.423976,-34.575972,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-08-01,SINCLAIR,2929,Palermo,Comuna 14,1425,C1425FRA
-58.444436,-34.586023,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-08-01,CASTILLO,1709,Chacarita,Comuna 15,1414,C1414AXK
-58.420226,-34.569974,3 TRIMESTRE 2019,Run Forest,El Borde S.R.L.,Otros,2019-08-01,"ISABEL, INFANTA AV.",1000,Palermo,Comuna 14,1425,C1425CHA
-58.473406,-34.583776,3 TRIMESTRE 2019,El Prófugo,Rei Cine S.R.L.,Largometraje Nacional,2019-08-01,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.385397,-34.606846,3 TRIMESTRE 2019,Los Angeles Azules Esto es Cumbia en Buenos Aires,CONTENT EVERYWHERE S.A.,Video Clip,2019-08-01,"RIVAROLA, RODOLFO, DR.",155,San Nicolas,Comuna 1,1015,C1015AAA
-58.378123,-34.615156,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-08-01,MEXICO,840,Monserrat,Comuna 1,1097,C1097AAR
-58.436352,-34.580863,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-08-01,"CARRANZA, ANGEL JUSTINIANO",1925,Palermo,Comuna 14,1414,C1414COW
-58.380574,-34.610341,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-08-01,"IRIGOYEN, BERNARDO DE",172,Monserrat,Comuna 1,1072,C1072AAD
-58.383303,-34.609723,3 TRIMESTRE 2019,QUILMES,Primo Audiovisual S.R.L.,Cine Publicitario,2019-08-01,"YRIGOYEN, HIPOLITO",1199,Monserrat,Comuna 1,1086,C1086AAS
-58.492039,-34.582115,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-02,DE LOS CONSTITUYENTES AV.,4516,Villa Pueyrredon,Comuna 12,1431,C1431EXX
-58.437401,-34.578540,3 TRIMESTRE 2019,GOICOECHEA BOMBA,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-08-02,NICARAGUA,5993,Palermo,Comuna 14,1414,C1414BWK
-58.437317,-34.578166,3 TRIMESTRE 2019,GOICOECHEA BOMBA,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-08-02,AREVALO,2030,Palermo,Comuna 14,1414,C1414CQP
-58.377332,-34.595558,3 TRIMESTRE 2019,GOICOECHEA BOMBA,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-08-02,SANTA FE AV.,750,Retiro,Comuna 1,1059,C1059ABO
-58.379452,-34.595263,3 TRIMESTRE 2019,GOICOECHEA BOMBA,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-08-02,SANTA FE AV.,862,Retiro,Comuna 1,1059,C1059ABP
-58.444436,-34.586023,3 TRIMESTRE 2019,"Plusbelle \""Nuestra escencia\""",VATO ADVERTAINMENT SA,Cine Publicitario,2019-08-02,CASTILLO,1709,Chacarita,Comuna 15,1414,C1414AXK
-58.385826,-34.606432,3 TRIMESTRE 2019,Los Angeles Azules Esto es Cumbia en Buenos Aires,CONTENT EVERYWHERE S.A.,Video Clip,2019-08-02,"PERON, JUAN DOMINGO, TTE. GENERAL",1372,San Nicolas,Comuna 1,1038,C1038ABB
-58.378567,-34.594902,3 TRIMESTRE 2019,GOICOECHEA BOMBA,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-08-02,ESMERALDA,1120,Retiro,Comuna 1,1007,C1007ABP
-58.444436,-34.586023,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-08-03,CASTILLO,1709,Chacarita,Comuna 15,1414,C1414AXK
-58.486297,-34.576130,3 TRIMESTRE 2019,BANCO CIUDAD,Proteína Pura S.A.,Cine Publicitario,2019-08-03,BAUNESS,2248,Villa Urquiza,Comuna 12,1431,C1431DNR
-58.436755,-34.579518,3 TRIMESTRE 2019,MUNDO EPICUREO,Labhouse S.A.,Cine Publicitario,2019-08-03,"RAVIGNANI, EMILIO, DR.",1985,Palermo,Comuna 14,1414,C1414CPS
-58.388730,-34.610106,3 TRIMESTRE 2019,volkswagen,Fight Films S.A.,Cine Publicitario,2019-08-03,"YRIGOYEN, HIPOLITO AV.",1590,Monserrat,Comuna 1,1089,C1089AAD
-58.438349,-34.585488,3 TRIMESTRE 2019,MUNDO EPICUREO,Labhouse S.A.,Cine Publicitario,2019-08-03,"CABRERA, JOSE A.",5621,Palermo,Comuna 14,1414,C1414BHE
-58.373092,-34.596080,3 TRIMESTRE 2019,volkswagen,Fight Films S.A.,Cine Publicitario,2019-08-03,RECONQUISTA,1001,Retiro,Comuna 1,1003,C1003ABU
-58.389545,-34.591981,3 TRIMESTRE 2019,MUNDO EPICUREO,Labhouse S.A.,Cine Publicitario,2019-08-04,"LOPEZ, VICENTE",1661,Recoleta,Comuna 2,1018,C1018ABA
-58.385359,-34.607461,3 TRIMESTRE 2019,Tierra mojada,Pablo Rojzman,Video Clip,2019-08-04,"RIVAROLA, RODOLFO, DR.",101,San Nicolas,Comuna 1,1015,C1015AAA
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-05,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.454323,-34.612460,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-05,FRAGATA PRES. SARMIENTO,1023,Caballito,Comuna 6,1405,C1405APM
-58.492039,-34.582115,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-05,DE LOS CONSTITUYENTES AV.,4516,Villa Pueyrredon,Comuna 12,1431,C1431EXX
-58.474304,-34.619135,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-06,"VIALE, LUIS",2828,Villa Santa Rita,Comuna 11,1416,C1416DNV
-58.368894,-34.636435,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-06,PINZON,1148,Boca,Comuna 4,1161,C1161ADF
-58.369168,-34.602336,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-06,BOUCHARD,460,San Nicolas,Comuna 1,1106,C1106ABF
-58.435466,-34.555834,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-08-07,"TORNQUIST, ERNESTO AV.",6397,Palermo,Comuna 14,1426,C1426CDA
-58.454323,-34.612460,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-07,FRAGATA PRES. SARMIENTO,1023,Caballito,Comuna 6,1405,C1405APM
-58.368894,-34.636435,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-07,PINZON,1148,Boca,Comuna 4,1161,C1161ADF
-58.459199,-34.685041,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-07,LARRAZABAL AV.,5100,Villa Lugano,Comuna 8,1439,C1439EES
-58.465095,-34.678705,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-07,18 DE OCTUBRE DE 1908,4501,Villa Lugano,Comuna 8,,
-58.359827,-34.617323,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-08-08,"VERA PEÑALOZA,  ROSARIO",602,Puerto Madero,Comuna 1,1107,C1107CGN
-58.435133,-34.558357,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-08,"TORNQUIST, ERNESTO AV.",6385,Palermo,Comuna 14,1426,C1426CDA
-58.474595,-34.619178,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-08,"VIALE, LUIS",2881,Villa Santa Rita,Comuna 11,1416,C1416DNU
-58.451801,-34.618895,3 TRIMESTRE 2019,CINE CLUB,Fundación del Cine,Estudiantes,2019-08-08,"OROÑO, NICASIO",450,Caballito,Comuna 6,1405,C1405AQB
-58.420627,-34.569422,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-08,"FREYRE, MARCELINO E., CNEL. AV.",3802,Palermo,Comuna 14,1425,C1425CJA
-58.435418,-34.555384,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-09,"TORNQUIST, ERNESTO AV.",6390,Palermo,Comuna 14,1426,C1426CDA
-58.451365,-34.618157,3 TRIMESTRE 2019,CINE CLUB,Fundación del Cine,Estudiantes,2019-08-09,"ARANGUREN, JUAN F., DR.",1350,Caballito,Comuna 6,1405,C1405CSB
-58.362059,-34.634602,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-09,PINZON,546,Boca,Comuna 4,1161,C1161ACL
-58.364213,-34.627739,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-09,"GUSTAVINO, ENRIQUE",301,Boca,Comuna 4,1156,C1156AEA
-58.385367,-34.601678,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-09,TALCAHUANO,600,San Nicolas,Comuna 1,1013,C1013AAL
-58.456074,-34.554568,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-11,3 DE FEBRERO,2609,Belgrano,Comuna 13,1428,C1428AHQ
-58.371341,-34.617872,3 TRIMESTRE 2019,CINE CLUB,Fundación del Cine,Estudiantes,2019-08-12,"GIUFFRA, JOSE M.,DR.",370,San Telmo,Comuna 1,1064,C1064ADD
-58.393886,-34.586112,3 TRIMESTRE 2019,CINE CLUB,Fundación del Cine,Estudiantes,2019-08-12,AZCUENAGA,2048,Recoleta,Comuna 2,1128,C1128AAJ
-58.372131,-34.630619,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-13,PIEDRAS,1998,Barracas,Comuna 4,1140,C1140ABP
-58.403645,-34.609909,3 TRIMESTRE 2019,Joan,Werner Cine S.R.L.,Largometraje con I.N.C.A.A.,2019-08-13,RIVADAVIA AV.,2625,Balvanera,Comuna 3,1034,C1034ACF
-58.372367,-34.612576,3 TRIMESTRE 2019,Joan,Werner Cine S.R.L.,Largometraje con I.N.C.A.A.,2019-08-13,BELGRANO AV.,430,Monserrat,Comuna 1,1092,C1092AAR
-58.371576,-34.596309,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-13,BUTTY,261,Retiro,Comuna 1,1001,C1001AFA
-58.473985,-34.583872,3 TRIMESTRE 2019,Raid,Landia S.R.L.,Cine Publicitario,2019-08-13,TORRENT,1227,Parque Chas,Comuna 15,1427,C1427AVC
-58.385841,-34.603869,3 TRIMESTRE 2019,Fanny Camina,Arias Alejandro Martin,Largometraje,2019-08-13,CORRIENTES AV.,1343,San Nicolas,Comuna 1,1043,C1043ABA
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-13,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.364256,-34.633823,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-13,"ZOLEZZI, ANTONIO L.",50,Boca,Comuna 4,1160,C1160AFB
-58.373996,-34.641282,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-13,"MONTES DE OCA, MANUEL AV.",1144,Barracas,Comuna 4,1270,C1270AAY
-58.441722,-34.568200,3 TRIMESTRE 2019,Joan,Werner Cine S.R.L.,Largometraje con I.N.C.A.A.,2019-08-14,OLLEROS,2141,Palermo,Comuna 14,1426,C1426CRM
-58.383943,-34.590363,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-14,LIBERTAD,1542,Retiro,Comuna 1,1016,C1016ABF
-58.380528,-34.655067,3 TRIMESTRE 2019,Bios 2,Underground Producciones S.A.,Programa Televisivo,2019-08-14,SANTA MARIA DEL BUEN AIRE,1096,Barracas,Comuna 4,1277,C1277ADP
-58.367658,-34.607562,3 TRIMESTRE 2019,"MERCADO PAGO, Mi manera, Mi sensacion",Nube Pictures S.R.L.,Fotografia,2019-08-14,"HUERGO, ING. AV.",56,Monserrat,Comuna 1,1107,C1107AON
-58.464534,-34.541447,3 TRIMESTRE 2019,"MERCADO PAGO, Mi manera, Mi sensacion",Nube Pictures S.R.L.,Fotografia,2019-08-14,11 DE SEPTIEMBRE DE 1888,4152,Nu\u00f1ez,Comuna 13,1429,C1429BJB
-58.360291,-34.616035,3 TRIMESTRE 2019,"MERCADO PAGO, Mi manera, Mi sensacion",Nube Pictures S.R.L.,Fotografia,2019-08-14,LANTERI JULIETA,1601,Puerto Madero,Comuna 1,1107,C1107CRI
-58.362875,-34.616199,3 TRIMESTRE 2019,"MERCADO PAGO, Mi manera, Mi sensacion",Nube Pictures S.R.L.,Fotografia,2019-08-14,"EZCURRA, ENCARNACION",302,Puerto Madero,Comuna 1,1107,C1107BUA
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-14,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.465287,-34.569244,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-14,SUPERI,1949,Belgrano,Comuna 13,1430,C1430FDC
-58.405986,-34.642441,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-15,IGUAZU,410,Parque Patricios,Comuna 4,1437,C1437ETF
-58.403238,-34.576465,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-08-15,"CORONADO, MARTIN",3350,Palermo,Comuna 14,1425,C1425CSF
-58.457004,-34.610781,3 TRIMESTRE 2019,SIRENAS,Nicolás Münzel Camaño,Otros,2019-08-15,"OROÑO, NICASIO",1235,Caballito,Comuna 6,1416,C1416BZC
-58.388325,-34.597459,3 TRIMESTRE 2019,EL PERFECTO DAVID,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-15,PARANA,992,Recoleta,Comuna 2,1017,C1017AAT
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-16,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.405970,-34.642519,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-16,IGUAZU,420,Parque Patricios,Comuna 4,1437,C1437ETF
-58.383943,-34.590363,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-16,LIBERTAD,1542,Retiro,Comuna 1,1016,C1016ABF
-58.444436,-34.586023,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-16,CASTILLO,1709,Chacarita,Comuna 15,1414,C1414AXK
-58.375358,-34.601692,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-08-16,FLORIDA,550,San Nicolas,Comuna 1,1005,C1005AAL
-58.482026,-34.548503,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-16,RUIZ HUIDOBRO,3387,Saavedra,Comuna 12,1430,C1430CJA
-58.369910,-34.618442,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-16,ESTADOS UNIDOS,272,San Telmo,Comuna 1,1101,C1101AAF
-58.449818,-34.592162,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-16,LEIVA,4215,Chacarita,Comuna 15,1427,C1427EMG
-58.366743,-34.623641,3 TRIMESTRE 2019,SANTANDER,Puenzo Hnos. S.A.,Cine Publicitario,2019-08-16,AZOPARDO,1387,San Telmo,Comuna 1,1107,C1107ADW
-58.383943,-34.590363,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-18,LIBERTAD,1542,Retiro,Comuna 1,1016,C1016ABF
-58.371602,-34.603005,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-18,CORRIENTES AV.,327,San Nicolas,Comuna 1,1043,C1043AAD
-58.371064,-34.612498,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-18,BELGRANO AV.,350,Monserrat,Comuna 1,1092,C1092AAQ
-58.437744,-34.578413,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-18,NICARAGUA,6002,Palermo,Comuna 14,1414,C1414BWN
-58.378356,-34.598442,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-18,ESMERALDA,840,Retiro,Comuna 1,1007,C1007ABJ
-58.437744,-34.578413,3 TRIMESTRE 2019,CORONITA,LADOBLEA S.A.,Cine Publicitario,2019-08-19,NICARAGUA,6002,Palermo,Comuna 14,1414,C1414BWN
-58.395024,-34.607737,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-19,AYACUCHO,136,Balvanera,Comuna 3,1025,C1025AAD
-58.371795,-34.626566,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-19,CASEROS AV.,449,San Telmo,Comuna 1,1152,C1152AAA
-58.356850,-34.616372,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-19,"ACHAVAL RODRIGUEZ, T., DR. AV.",1402,Puerto Madero,Comuna 1,1107,C1107ACQ
-58.359898,-34.613401,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-19,LANTERI JULIETA,1331,Puerto Madero,Comuna 1,,
-58.456972,-34.610826,3 TRIMESTRE 2019,McDonald\'s,Agosto BA S.R.L.,Cine Publicitario,2019-08-20,"OROÑO, NICASIO",1231,Caballito,Comuna 6,1416,C1416BZC
-58.369708,-34.619284,3 TRIMESTRE 2019,McDonald\'s,Agosto BA S.R.L.,Cine Publicitario,2019-08-20,"CALVO, CARLOS",257,San Telmo,Comuna 1,1102,C1102AAE
-58.483607,-34.550056,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-08-21,MELIAN AV.,4247,Saavedra,Comuna 12,1430,C1430EZK
-58.383943,-34.590363,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-21,LIBERTAD,1542,Retiro,Comuna 1,1016,C1016ABF
-58.467578,-34.544290,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-21,ARCOS,4034,Nu\u00f1ez,Comuna 13,1429,C1429AZZ
-58.464534,-34.541447,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-21,11 DE SEPTIEMBRE DE 1888,4152,Nu\u00f1ez,Comuna 13,1429,C1429BJB
-58.467884,-34.542111,3 TRIMESTRE 2019,TENDER,Rebolución S.A.,Cine Publicitario,2019-08-21,O'HIGGINS,4258,Nu\u00f1ez,Comuna 13,1429,C1429BCD
