long,lat,trimestre,titulo,razon_social,tipo_produccion,fecha,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.490846,-34.627273,3 TRIMESTRE 2019,TORO PODEROSO,Pantera & Co SAS,Cine Publicitario,2019-09-07,SEGUROLA AV.,868,Velez Sarsfield,Comuna 10,1407,C1407ANR
-58.469748,-34.585111,3 TRIMESTRE 2019,BENEDICTINO,Landia S.R.L.,Cine Publicitario,2019-09-07,CHORROARIN AV.,1002,Villa Ortuzar,Comuna 15,1427,C1427CXU
-58.361255,-34.613803,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-09-07,"PAINE, AIME",1420,Puerto Madero,Comuna 1,1107,C1107CFH
-58.376726,-34.612185,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-09-07,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",760,Monserrat,Comuna 1,1067,C1067ABP
-58.363359,-34.603986,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-09-07,MANSO JUANA,580,Puerto Madero,Comuna 1,1107,C1107CBL
-58.385562,-34.609335,3 TRIMESTRE 2019,manual de supervivencia,Magma Cine S.R.L.,Programa Televisivo,2019-09-07,DE MAYO AV.,1351,Monserrat,Comuna 1,1085,C1085ABD
-58.382572,-34.603102,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-07,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",1135,San Nicolas,Comuna 1,1035,C1035AAG
-58.370671,-34.601814,3 TRIMESTRE 2019,TORO PODEROSO,Pantera & Co SAS,Cine Publicitario,2019-09-07,"ALEM, LEANDRO N. AV.",502,San Nicolas,Comuna 1,1001,C1001AAN
-58.417191,-34.602248,3 TRIMESTRE 2019,manual de supervivencia,Magma Cine S.R.L.,Programa Televisivo,2019-09-08,HUMAHUACA,3751,Almagro,Comuna 5,1191,C1191ABI
-58.419508,-34.634483,3 TRIMESTRE 2019,Cada vez que volvia del lago,Universidad Nacional de las Artes,Estudiantes,2019-09-08,SALCEDO,3902,Boedo,Comuna 5,1259,C1259ACB
-58.396262,-34.584531,3 TRIMESTRE 2019,Amigas,Escine S.A.,Cortometraje,2019-09-08,ARJONILLA,2301,Recoleta,Comuna 2,1425,C1425ALA
-58.404935,-34.630276,3 TRIMESTRE 2019,A$AP,Universidad Nacional de las Artes,Estudiantes,2019-09-08,DEAN FUNES,1700,Parque Patricios,Comuna 4,1244,C1244AAJ
-58.429213,-34.588703,3 TRIMESTRE 2019,PASAJES,Fundación del Cine,Estudiantes,2019-09-08,SANTA ROSA,4950,Palermo,Comuna 14,1414,C1414BOB
-58.404264,-34.581072,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-09,DEL LIBERTADOR AV.,2250,Palermo,Comuna 14,1425,C1425AAV
-58.385525,-34.586940,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-09,DEL LIBERTADOR AV.,950,Recoleta,Comuna 2,1001,C1001ABW
-58.359526,-34.613133,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-09,LANTERI JULIETA,1301,Puerto Madero,Comuna 1,,
-58.361702,-34.617385,3 TRIMESTRE 2019,Bagovit Pro Bio,Pharmacore S.A.,Cine Publicitario,2019-09-09,MANSO JUANA,1700,Puerto Madero,Comuna 1,1107,C1107CHH
-58.361154,-34.614739,3 TRIMESTRE 2019,Bagovit Pro Bio,Pharmacore S.A.,Cine Publicitario,2019-09-09,"PAINE, AIME",1480,Puerto Madero,Comuna 1,1107,C1107CFH
-58.476394,-34.679397,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-09,SAYOS,5960,Villa Lugano,Comuna 8,1439,C1439CAZ
-58.448799,-34.547827,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-09,"BAVIO, ERNESTO A.",2935,Belgrano,Comuna 13,1428,C1428CDI
-58.428221,-34.588017,3 TRIMESTRE 2019,PASAJES,Fundación del Cine,Estudiantes,2019-09-09,RUSSEL,4950,Palermo,Comuna 14,1414,C1414BRB
-58.407069,-34.577208,3 TRIMESTRE 2019,LEVITE,Primo Contents S.R.L.,Cine Publicitario,2019-09-09,CAVIA,3000,Palermo,Comuna 14,1425,C1425DDB
-58.369551,-34.603023,3 TRIMESTRE 2019,PREMIOS MAESTROS ARGENTINOS 2019,Radio y Televisión Argentina S.E.,Programa Televisivo,2019-09-09,CORRIENTES AV.,120,San Nicolas,Comuna 1,1043,C1043AAO
-58.358606,-34.611640,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-10,"ACHAVAL RODRIGUEZ, T., DR. AV.",1123,Puerto Madero,Comuna 1,1107,C1107ACA
-58.434094,-34.586639,3 TRIMESTRE 2019,PASAJES,Fundación del Cine,Estudiantes,2019-09-10,ATACALCO,1750,Palermo,Comuna 14,1414,C1414EIB
-58.488036,-34.545253,3 TRIMESTRE 2019,10 Años Menos,More Televisión S.A.,Programa Televisivo,2019-09-10,VEDIA,3700,Saavedra,Comuna 12,1430,C1430DAH
-58.404262,-34.605642,3 TRIMESTRE 2019,Maniquí,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-10,"GOMEZ, VALENTIN",2670,Balvanera,Comuna 3,1046,C1046ABB
-58.406222,-34.603226,3 TRIMESTRE 2019,Maniquí,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-10,LAVALLE,2800,Balvanera,Comuna 3,1190,C1190AAB
-58.358807,-34.612615,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-10,LANTERI JULIETA,1201,Puerto Madero,Comuna 1,,
-58.404594,-34.606202,3 TRIMESTRE 2019,Maniquí,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-10,CASTELLI,307,Balvanera,Comuna 3,1032,C1032AAC
-58.482747,-34.585488,3 TRIMESTRE 2019,TROPICO,Zoelle S.R.L.,Largometraje,2019-09-11,BARZANA,1515,Parque Chas,Comuna 15,1431,C1431EAC
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-11,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.448799,-34.547827,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-11,"BAVIO, ERNESTO A.",2935,Belgrano,Comuna 13,1428,C1428CDI
-58.429186,-34.587358,3 TRIMESTRE 2019,PASAJES,Fundación del Cine,Estudiantes,2019-09-11,RUSSEL,5050,Palermo,Comuna 14,1414,C1414BRD
-58.445206,-34.577325,3 TRIMESTRE 2019,AL TERCER DIA,Furia Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-12,ZAPIOLA,351,Colegiales,Comuna 13,1426,C1426ATG
-58.387539,-34.616272,3 TRIMESTRE 2019,Maniquí,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-12,"SAENZ PEÑA, LUIS, PRES.",663,Monserrat,Comuna 1,1110,C1110AAM
-58.399582,-34.603720,3 TRIMESTRE 2019,Maniquí,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-12,PASTEUR,468,Balvanera,Comuna 3,1028,C1028AAJ
-58.467953,-34.569831,3 TRIMESTRE 2019,Fanta Haloween,Landia S.R.L.,Cine Publicitario,2019-09-12,"MARTINEZ, ENRIQUE, GRAL.",2037,Belgrano,Comuna 13,1430,C1430EWE
-58.397084,-34.625683,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-12,CONSTITUCION,2299,San Cristobal,Comuna 3,1254,C1254AAI
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-12,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.444436,-34.586023,3 TRIMESTRE 2019,HERO,48M2 S.A.,Cine Publicitario,2019-09-12,CASTILLO,1709,Chacarita,Comuna 15,1414,C1414AXK
-58.448799,-34.547827,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-13,"BAVIO, ERNESTO A.",2935,Belgrano,Comuna 13,1428,C1428CDI
-58.435552,-34.588563,3 TRIMESTRE 2019,HERO,48M2 S.A.,Cine Publicitario,2019-09-13,GODOY CRUZ,1547,Palermo,Comuna 14,1414,C1414CYG
-58.446146,-34.579838,3 TRIMESTRE 2019,HERO,48M2 S.A.,Cine Publicitario,2019-09-13,CONDE,218,Colegiales,Comuna 13,1426,C1426AYF
-58.405996,-34.642937,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-13,IGUAZU,451,Parque Patricios,Comuna 4,1437,C1437ETE
-58.448246,-34.590964,3 TRIMESTRE 2019,TROPICO,Zoelle S.R.L.,Largometraje,2019-09-13,CORRIENTES AV.,6271,Chacarita,Comuna 15,1427,C1427BPA
-58.406222,-34.603226,3 TRIMESTRE 2019,Maniquí,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-14,LAVALLE,2800,Balvanera,Comuna 3,1190,C1190AAB
-58.471866,-34.537840,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,"PAZ, GRAL. AV.",770,Nu\u00f1ez,Comuna 13,1429,C1429ELU
-58.393255,-34.583032,3 TRIMESTRE 2019,LOS PASEOS,Fundación del Cine,Estudiantes,2019-09-14,"FIGUEROA ALCORTA, PRES. AV.",2250,Recoleta,Comuna 2,1425,C1425CKO
-58.438568,-34.563468,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,"LACROZE, FEDERICO",1660,Palermo,Comuna 14,1426,C1426CPO
-58.357860,-34.628675,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,"PEREZ GALDOS, BENITO AV.",61,Boca,Comuna 4,1155,C1155AGA
-58.373306,-34.603282,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,CORRIENTES AV.,446,San Nicolas,Comuna 1,1043,C1043AAR
-58.361965,-34.610607,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,"PAINE, AIME",1130,Puerto Madero,Comuna 1,1107,C1107CFB
-58.360918,-34.616061,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,"EZCURRA, ENCARNACION",520,Puerto Madero,Comuna 1,1107,C1107BUA
-58.388580,-34.587950,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,ALVEAR AV.,1851,Recoleta,Comuna 2,1129,C1129AAA
-58.381301,-34.633373,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,PARACAS,195,Barracas,Comuna 4,1275,C1275AFC
-58.383780,-34.602028,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,LIBERTAD,555,San Nicolas,Comuna 1,1012,C1012AAK
-58.375112,-34.595775,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,FLORIDA,1001,Retiro,Comuna 1,1005,C1005AAU
-58.380257,-34.592813,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,JUNCAL,903,Retiro,Comuna 1,1062,C1062ABG
-58.364015,-34.599187,3 TRIMESTRE 2019,Chevrolet S10 Joy,TresPlanos Cine S.A.,Cine Publicitario,2019-09-14,MANSO JUANA,124,Puerto Madero,Comuna 1,1107,C1107CBD
-58.429023,-34.586600,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-15,THAMES,1810,Palermo,Comuna 14,1414,C1414DDL
-58.462955,-34.579632,3 TRIMESTRE 2019,LOKIBAMBI,Fundación del Cine,Estudiantes,2019-09-15,GIRIBONE,1470,Villa Ortuzar,Comuna 15,1427,C1427CAV
-58.459180,-34.576946,3 TRIMESTRE 2019,LOKIBAMBI,Fundación del Cine,Estudiantes,2019-09-15,DELGADO,1251,Colegiales,Comuna 13,1426,C1426BDS
-58.407629,-34.574493,3 TRIMESTRE 2019,LEVITE,Primo Audiovisual S.R.L.,Cine Publicitario,2019-09-15,"FIGUEROA ALCORTA, PRES. AV.",3801,Palermo,Comuna 14,1425,C1425CLE
-58.505057,-34.565895,3 TRIMESTRE 2019,Fanta Haloween,Landia S.R.L.,Cine Publicitario,2019-09-15,AIZPURUA,3709,Saavedra,Comuna 12,1431,C1431ESA
-58.395922,-34.581761,3 TRIMESTRE 2019,Usuaria,Universidad Nacional de las Artes,Estudiantes,2019-09-15,"FIGUEROA ALCORTA, PRES. AV.",2800,Recoleta,Comuna 2,1425,C1425CKT
-58.465334,-34.629965,3 TRIMESTRE 2019,SECH,Fundación del Cine,Estudiantes,2019-09-15,VARELA,18,Flores,Comuna 7,1406,C1406EKB
-58.414644,-34.575375,3 TRIMESTRE 2019,LOS PASEOS,Fundación del Cine,Estudiantes,2019-09-16,DEL LIBERTADOR AV.,3350,Palermo,Comuna 14,1425,C1425ABT
-58.396999,-34.582749,3 TRIMESTRE 2019,LOS PASEOS,Fundación del Cine,Estudiantes,2019-09-16,AUSTRIA,2740,Recoleta,Comuna 2,1425,C1425EGV
-58.393255,-34.583032,3 TRIMESTRE 2019,LOS PASEOS,Fundación del Cine,Estudiantes,2019-09-16,"FIGUEROA ALCORTA, PRES. AV.",2250,Recoleta,Comuna 2,1425,C1425CKO
-58.401596,-34.578964,3 TRIMESTRE 2019,LOS PASEOS,Fundación del Cine,Estudiantes,2019-09-16,"FIGUEROA ALCORTA, PRES. AV.",3240,Palermo,Comuna 14,1425,C1425CKY
-58.382441,-34.600305,3 TRIMESTRE 2019,LEVITE,Primo Audiovisual S.R.L.,Cine Publicitario,2019-09-16,CERRITO,701,San Nicolas,Comuna 1,1010,C1010AAO
-58.473406,-34.583776,3 TRIMESTRE 2019,LEVITE,Primo Audiovisual S.R.L.,Cine Publicitario,2019-09-16,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.408564,-34.575591,3 TRIMESTRE 2019,LEVITE,Primo Audiovisual S.R.L.,Cine Publicitario,2019-09-16,CASARES AV.,3500,Palermo,Comuna 14,1425,C1425EWN
-58.429513,-34.573013,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-16,BAEZ,98,Palermo,Comuna 14,1426,C1426BRB
-58.372009,-34.596137,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-16,BUTTY,300,Retiro,Comuna 1,1001,C1001AFB
-58.379662,-34.607214,3 TRIMESTRE 2019,RAZA FUERTE,Primo Contents S.R.L.,Cine Publicitario,2019-09-16,"MITRE, BARTOLOME",910,San Nicolas,Comuna 1,1036,C1036AAR
-58.360869,-34.613397,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-17,SALOTTI MARTHA,540,Puerto Madero,Comuna 1,1107,C1107BOA
-58.451594,-34.585225,3 TRIMESTRE 2019,TROPICO,Zoelle S.R.L.,Largometraje,2019-09-17,FRAGA,530,Chacarita,Comuna 15,1427,C1427BTL
-58.468387,-34.563997,3 TRIMESTRE 2019,Club La Nacion,TresPlanos Cine S.A.,Cine Publicitario,2019-09-17,CONDE,2474,Belgrano,Comuna 13,1428,C1428DBF
-58.436634,-34.552964,3 TRIMESTRE 2019,Club La Nacion,TresPlanos Cine S.A.,Cine Publicitario,2019-09-17,"SUCRE, ANTONIO JOSE DE, MCAL.",657,Belgrano,Comuna 13,1428,C1428DUA
-58.433328,-34.586432,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-17,HONDURAS,5339,Palermo,Comuna 14,1414,C1414BMW
-58.393190,-34.582914,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-09-17,"FIGUEROA ALCORTA, PRES. AV.",2301,Recoleta,Comuna 2,1425,C1425CKC
-58.365581,-34.619005,3 TRIMESTRE 2019,VIP pelicula,Productora Audiovisual Chroma Ruta 2 S.R.L.,Largometraje Nacional,2019-09-17,"MOREAU DE JUSTO, ALICIA AV.",1720,Puerto Madero,Comuna 1,1107,C1107AFJ
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-18,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.386973,-34.598683,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-18,URUGUAY,862,Recoleta,Comuna 2,1015,C1015ABR
-58.484691,-34.629666,3 TRIMESTRE 2019,TROPICO,Zoelle S.R.L.,Largometraje,2019-09-18,AVELLANEDA AV.,3983,Floresta,Comuna 10,1407,C1407EJG
-58.426466,-34.602544,3 TRIMESTRE 2019,LOS PASEOS,Fundación del Cine,Estudiantes,2019-09-18,CORRIENTES AV.,4365,Almagro,Comuna 5,1195,C1195AAC
-58.391578,-34.586496,3 TRIMESTRE 2019,CHANCE,Fundación del Cine,Estudiantes,2019-09-18,JUNIN,1950,Recoleta,Comuna 2,1113,C1113AAX
-58.390262,-34.588634,3 TRIMESTRE 2019,CHANCE,Fundación del Cine,Estudiantes,2019-09-18,AYACUCHO,1883,Recoleta,Comuna 2,1112,C1112AAG
-58.482334,-34.585224,3 TRIMESTRE 2019,CATRAMINA,Fundación del Cine,Estudiantes,2019-09-18,SOFIA,1550,Parque Chas,Comuna 15,1431,C1431EBB
-58.453824,-34.603481,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-09-19,"REPETTO, NICOLAS, DR.",1720,Villa Crespo,Comuna 15,1416,C1416CLN
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-19,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.448578,-34.573537,3 TRIMESTRE 2019,TROPICO,Zoelle S.R.L.,Largometraje,2019-09-19,"GARCIA, TEODORO",2847,Colegiales,Comuna 13,1426,C1426DNA
-58.386410,-34.589540,3 TRIMESTRE 2019,CHANCE,Fundación del Cine,Estudiantes,2019-09-19,ALVEAR,1650,Recoleta,Comuna 2,1014,C1014AAQ
-58.466744,-34.681740,3 TRIMESTRE 2019,MERCADO LIBRE,Rebolución S.A.,Cine Publicitario,2019-09-19,SOLDADO DE LA FRONTERA AV.,4902,Villa Lugano,Comuna 8,1439,C1439FPB
-58.371175,-34.612656,3 TRIMESTRE 2019,Práctica Fotografía 2,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-19,5 DE JULIO,450,Monserrat,Comuna 1,1064,C1064ABB
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-20,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.513174,-34.600004,3 TRIMESTRE 2019,MERCADO LIBRE,Rebolución S.A.,Cine Publicitario,2019-09-20,"CARRIL, SALVADOR MARIA DEL AV.",4102,Villa Devoto,Comuna 11,1419,C1419HAU
-58.441398,-34.550296,3 TRIMESTRE 2019,MAL VIAJE,Fundación del Cine,Estudiantes,2019-09-20,RAMSAY,2151,Belgrano,Comuna 13,1428,C1428BAG
-58.440193,-34.550787,3 TRIMESTRE 2019,MAL VIAJE,Fundación del Cine,Estudiantes,2019-09-20,MENDOZA,750,Belgrano,Comuna 13,,
-58.481908,-34.584946,3 TRIMESTRE 2019,Perro Demonio,Rispo Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-20,ANDONAEGUI,1532,Parque Chas,Comuna 15,1431,C1431DVD
-58.381522,-34.620086,3 TRIMESTRE 2019,PIANO,Primo Contents S.R.L.,Cine Publicitario,2019-09-20,LIMA,1027,Constitucion,Comuna 1,1073,C1073AAU
-58.365581,-34.619005,3 TRIMESTRE 2019,VIP pelicula,Productora Audiovisual Chroma Ruta 2 S.R.L.,Largometraje Nacional,2019-09-20,"MOREAU DE JUSTO, ALICIA AV.",1720,Puerto Madero,Comuna 1,1107,C1107AFJ
-58.448036,-34.637806,3 TRIMESTRE 2019,PIANO,Primo Contents S.R.L.,Cine Publicitario,2019-09-20,ASAMBLEA AV.,1652,Parque Chacabuco,Comuna 7,1406,C1406HVT
-58.481446,-34.561376,3 TRIMESTRE 2019,RECREO,Fundación del Cine,Estudiantes,2019-09-21,"TAMBORINI, JOSE PASCUAL",4080,Coghlan,Comuna 12,1430,C1430ARP
-58.438382,-34.551869,3 TRIMESTRE 2019,MAL VIAJE,Fundación del Cine,Estudiantes,2019-09-21,CASTAÑEDA,2050,Belgrano,Comuna 13,1428,C1428BBF
-58.472643,-34.595021,3 TRIMESTRE 2019,ELIANA,Fundación del Cine,Estudiantes,2019-09-22,"ZABALA, JOAQUIN, DR.",2550,Paternal,Comuna 15,1427,
-58.500428,-34.591534,3 TRIMESTRE 2019,BELLANEDA,Fundación del Cine,Estudiantes,2019-09-22,"HIDALGO, BARTOLOME",3048,Villa Pueyrredon,Comuna 12,1419,C1419GXB
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-23,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.461552,-34.578216,3 TRIMESTRE 2019,VIP pelicula,Productora Audiovisual Chroma Ruta 2 S.R.L.,Largometraje Nacional,2019-09-23,ALVAREZ THOMAS AV.,1391,Villa Ortuzar,Comuna 15,1427,C1427CDA
-58.447500,-34.589377,3 TRIMESTRE 2019,LANZAMIENTO,Rebolución S.A.,Cine Publicitario,2019-09-23,LEIVA,4001,Chacarita,Comuna 15,1427,C1427EMC
-58.418346,-34.571822,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-09-23,"MONTT, PEDRO, PRES. AV.",3700,Palermo,Comuna 14,,
-58.444154,-34.549221,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-09-23,DRAGONES,2486,Belgrano,Comuna 13,1428,C1428AZN
-58.502035,-34.562040,3 TRIMESTRE 2019,INCONVIVENCIA,Kuarzo Argentina S.A.,Programa Televisivo,2019-09-23,"WILLIAMS, ALBERTO",5700,Saavedra,Comuna 12,1431,C1431BHB
-58.435466,-34.555834,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-09-24,"TORNQUIST, ERNESTO AV.",6397,Palermo,Comuna 14,1426,C1426CDA
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-24,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.502529,-34.576084,3 TRIMESTRE 2019,AL TERCER DIA,Furia Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-24,ZAMUDIO,5501,Villa Pueyrredon,Comuna 12,1419,C1419EHK
-58.372844,-34.623188,3 TRIMESTRE 2019,Errantes,Werner Cine S.R.L.,Cortometraje,2019-09-24,COCHABAMBA,502,San Telmo,Comuna 1,1150,C1150AAH
-58.464704,-34.569907,3 TRIMESTRE 2019,Issue,Huinca Cine S.A.,Cine Publicitario,2019-09-24,SUPERI,1885,Belgrano,Comuna 13,1430,C1430FDA
-58.449520,-34.580166,3 TRIMESTRE 2019,Giro de Ases,Machaco Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-24,OLLEROS,3390,Colegiales,Comuna 13,1426,C1426CSN
-58.465596,-34.579555,3 TRIMESTRE 2019,Issue,Huinca Cine S.A.,Cine Publicitario,2019-09-24,GIRIBONE,1664,Villa Ortuzar,Comuna 15,1427,C1427CAZ
-58.410550,-34.583836,3 TRIMESTRE 2019,CONCEPTOS Y ABSTRACCIONES,Fundación del Cine,Estudiantes,2019-09-24,"SALGUERO, JERONIMO",2455,Palermo,Comuna 14,1425,C1425DEI
-58.361769,-34.616789,3 TRIMESTRE 2019,TRAILER ASTERISCO NUMERAL,Art Depot S.R.L.,Programa Televisivo,2019-09-24,MANSO JUANA,1640,Puerto Madero,Comuna 1,1107,C1107CHH
-58.466273,-34.575123,3 TRIMESTRE 2019,Issue,Huinca Cine S.A.,Cine Publicitario,2019-09-24,CARBAJAL,3711,Villa Ortuzar,Comuna 15,1430,C1430CBE
-58.416416,-34.622842,3 TRIMESTRE 2019,LOS INTERNACIONALES,Promofilm S.A.,Programa Televisivo,2019-09-24,BOEDO AV.,825,Boedo,Comuna 5,1218,C1218AAE
-58.370630,-34.653922,3 TRIMESTRE 2019,Errantes,Werner Cine S.R.L.,Cortometraje,2019-09-24,DON PEDRO DE MENDOZA AV.,3800,Barracas,Comuna 4,1294,C1294AAQ
-58.372525,-34.632359,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-25,AZARA,50,Barracas,Comuna 4,1267,C1267ABB
-58.473406,-34.583776,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-25,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.444154,-34.549221,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-09-25,DRAGONES,2486,Belgrano,Comuna 13,1428,C1428AZN
-58.394452,-34.594637,3 TRIMESTRE 2019,AL TERCER DIA,Furia Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-25,RIOBAMBA,1201,Recoleta,Comuna 2,1116,C1116ABI
-58.455980,-34.605856,3 TRIMESTRE 2019,Giro de Ases,Machaco Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-25,ESPINOSA,1576,Caballito,Comuna 6,1416,C1416CEJ
-58.374572,-34.655482,3 TRIMESTRE 2019,Errantes,Werner Cine S.R.L.,Cortometraje,2019-09-25,VIEYTES,1900,Barracas,Comuna 4,1275,C1275AGV
-58.471135,-34.573897,3 TRIMESTRE 2019,Issue,Huinca Cine S.A.,Cine Publicitario,2019-09-25,PUENTE DEL INCA,4085,Villa Urquiza,Comuna 12,1430,C1430BZA
-58.386196,-34.648206,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-25,PERDRIEL,1201,Barracas,Comuna 4,1279,C1279AHE
-58.372955,-34.597050,3 TRIMESTRE 2019,LOS INTERNACIONALES,Promofilm S.A.,Programa Televisivo,2019-09-25,RECONQUISTA,945,Retiro,Comuna 1,1003,C1003ABS
-58.394452,-34.594637,3 TRIMESTRE 2019,AL TERCER DIA,Furia Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-26,RIOBAMBA,1201,Recoleta,Comuna 2,1116,C1116ABI
